word,part_of_speech,is_ste,approved_meaning,ste_example,non_ste_example
"TAP (verb) , TAPS, TAPPED, TAPPED",,1,To hit lightly and quickly,TAP THE BOLT WITH A MALLET.,
TASK,noun,1,Assigned work or procedure,EACH TASK HAS AN IDENTIFICATION LETTER.,
TELESCOPIC,adjective,1,Related to items that retract into each other,INSTALL THE TELESCOPIC LENS IN THE CAMERA.,
"TELL (verb) , TELLS, TOLD, TOLD",,1,To give an order or supply information,PUT A WARNING NOTICE IN THE ENTRANCE TO TELL VISITORS ABOUT THE SAFETY PRECAUTIONS.,
TEMPORARILY,adverb,1,In a temporary manner,ATTACH THE COVER TEMPORARILY.,
TEMPORARY,adjective,1,"For a short time only, not permanent",THIS INSTALLATION IS ONLY TEMPORARY.,
TERTIARY,adjective,1,Third in importance,"THERE ARE THREE CLASSES OF STRUCTURE: PRIMARY, SECONDARY, AND TERTIARY.",
TEST,noun,1,The procedure where an object or system is operated to make sure that its performance and/or function is correct,DISCONNECT ALL THE SYSTEMS WHICH ARE NOT NECESSARY FOR THE TEST.,
THAN,conjunction,1,Function word that you use with comparative adjectives or adverbs,MAKE SURE THAT THE TOTAL ANGLE IS SMALLER THAN 20 DEG.,
THAT,conjunction,1,"Function word that starts a subordinate clause Refer to section 9, GR-1.",MAKE SURE THAT THE SURFACE IS CLEAN.,
THAT,pronoun,1,Function word that shows the person or thing referred to,EXAMINE THE UNIT TO SEE IF THAT IS THE PROBLEM.,
THE,article,1,Function word: definite article,REMOVE THE SEVEN FLEXIBLE HOSES.,
THEIR,adjective,1,Belonging to persons or things,WRITE TO THE MANUFACTURERS FOR THEIR REPAIR SCHEMES.,
THEM,pronoun,1,Function word that shows the persons or things referred to,"IF THE SURFACES ARE DIRTY, CLEAN THEM.",
THEN,adverb,1,Immediately after in time or sequence,"LIFT THE COVER. THEN, PULL THE HANDLE.",
THERE,adverb,1,In that position,"IF THE LABEL IS NOT THERE, ATTACH A NEW ONE.",
THERE,pronoun,1,Function word that starts a sentence or a subordinate clause,THERE ARE THREE MEASUREMENT POINTS ON THE DIAGRAM.,
THESE,adjective,1,Refers to specified persons or things,REMOVE THESE PARTS FROM THEIR RELATED BOXES.,
THESE,pronoun,1,Function word that shows the persons or things referred to,THESE ARE SPECIAL TOOLS.,
THEY,pronoun,1,Function word that shows the persons or things referred to,DENTS ARE NOT PERMITTED IF THEY PREVENT CORRECT OPERATION OF THE PARTS.,
THICK (adjective),"THICKER, THICKEST",1,That has a specified or large thickness,INSTALL A SHIM THAT IS 3.5 mm THICK.,
THICK (adjective),"THICKER, THICKEST",1,,APPLY A THICK LAYER OF GREASE ON THE BARE METAL.,
THICKNESS,noun,1,The smallest of the three dimensions,THE THICKNESS OF THE PRIMER LAYER MUST BE BETWEEN 0.05 mm AND 0.06 mm.,
THIN (adjective),"THINNER, THINNEST",1,That has a small thickness,APPLY A THIN LAYER OF SEALING COMPOUND ON THE BARE METAL.,
"THINK (verb) , THINKS, THOUGHT, THOUGHT",,1,To have an opinion,"IF YOU THINK THAT THE WATER WILL FREEZE, ADD ANTIFREEZE.",
THIS,adjective,1,Refers to a specified person or thing,DO THIS TEST AT FULL VOLTAGE.,
THIS,pronoun,1,"Function word that shows the person or thing referred to Refer to section 9, GR-4.",REFER TO THE FAULT ISOLATION TABLE . THIS TELLS YOU THE PARTS TO REPLACE.,
THOSE,pronoun,1,Function word that shows the persons or things referred to,"WHEN YOU EXAMINE THE PARTS, DISCARD THOSE THAT ARE DAMAGED.",
THROUGH,adverb,1,Function word that shows movement into one end or side and out of the other,"IF FUMES COME THROUGH, DO THE EMERGENCY PROCEDURE.",
THROUGH,preposition,1,Function word that shows movement into one end or side and out of the other,MAKE SURE THAT THE FLUID THAT GOES THROUGH THE TUBE HAS NO BUBBLES.,
THRU,preposition,1,From a point in a sequence to another,DO STEPS 4 THRU 10 AGAIN.,
THUS,verb,1,"For that reason For other meanings, use:","THIS BOILER CONTROLLER IS APPLICABLE TO ALL SYSTEMS. THUS, IT CAN ALSO CONTROL THERMAL OIL HEATERS.",
TIGHT,verb,1,"Not free For other meanings, use:",MAKE SURE THAT THE NUTS ARE TIGHT.,
"TIGHTEN (verb) , TIGHTENS, TIGHTENED, TIGHTENED",,1,To cause to be tight,TIGHTEN THE SCREWS.,
TIGHTLY,adverb,1,In a tight manner,HOLD THE CYLINDER TIGHTLY.,
"TILT (verb) , TILTS, TILTED, TILTED",,1,To move at an angle or to put something at an angle between the vertical and the horizontal,"TO ALIGN THE BOLT, TILT IT TO THE LEFT SIDE.",
TIME,noun,1,1. A duration that you can measure,THE TIME BETWEEN CLICKS MUST BE 20 SECONDS.,
TO,preposition,1,"Function word that shows: - The direction of, point of arrival or time, connection, result, cause - That the word that follows is an infinitive",SET THE SWITCH TO “OFF”.,
TOGETHER,,1,"In one group or position For other meanings, use:",USE TAPE TO ATTACH THE CABLES TOGETHER.,
TOLERANCE,noun,1,A permitted difference from a standard,THE TOLERANCE IS PLUS OR MINUS 0.2 mm.,
TOO,adverb,1,More than is necessary or correct,MAKE SURE THAT THE TEMPERATURE IS NOT TOO HIGH.,
TOOL,noun,1,An object used to make or do something,REMOVE ALL TOOLS AND EQUIPMENT.,
TOP,adjective,1,That is uppermost,A NUMBER IN THE TOP LEFT CORNER OF THE DISPLAY REFERS TO A RELATED PAGE.,
TOP,noun,1,The uppermost position,THE VERTICAL STABILIZER IS INSTALLED ON THE TOP OF THE FUSELAGE TAIL SECTION.,
"TORQUE (verb) , TORQUES, TORQUED, TORQUED",,1,To tighten to a specified torque,TORQUE THE PLUG TO 6 Nm.,
TOTAL,adjective,1,All of,THE TOTAL QUANTITY OF FUEL IN THE CENTER TANK IS 5000 lb.,
TOTAL,noun,1,The full quantity,ADD THE VALUES. THE TOTAL MUST NOT BE MORE THAN 15 mm.,
"TOUCH (verb) , TOUCHES, TOUCHED, TOUCHED",,1,To be in contact,MAKE SURE THAT THE LOCK NUT TOUCHES THE SPRING.,
"TOW (verb) , TOWS, TOWED, TOWED",,1,To pull something along,"BEFORE YOU TOW THE VEHICLE BACK TO ITS INITIAL POSITION, COMPLETE THE PROCEDURE",
"TRANSMIT (verb) , TRANSMITS, TRANSMITTED, TRANSMITTED",,1,To send energy or a signal,MAKE SURE THAT THE TRANSPONDER TRANSMITS THE SIGNAL CORRECTLY.,
TRANSPARENT,adjective,1,Easy to see through,PUT A TRANSPARENT SHEET OF PLASTIC ON THE SURFACE.,
TRAVEL,noun,1,The movement of an item,MAKE SURE THAT THE RANGE OF TRAVEL OF THE CONTROL SURFACES IS CLEAR.,
"TRY (verb) , TRIES, TRIED, TRIED",,1,To make an effort to do something,TRY TO MOVE THE CONTROL COLUMN.,
"TUNE (verb) , TUNES, TUNED, TUNED",,1,To adjust equipment to the best performance,TUNE ADF 1 TO A KNOWN FREQUENCY.,
TURN,noun,1,One full cycle of movement around an axis,LET THE PRESSURE BECOME STABLE AFTER EACH TURN OF THE ADJUSTMENT SCREW.,
"TURN (verb) , TURNS, TURNED, TURNED",,1,To move or cause to move around an axis or a point,TURN THE CONTROL CLOCKWISE.,
"TWIST (verb) , TWISTS, TWISTED, TWISTED",,1,1. To use a force that turns something and causes a distortion,DO NOT TWIST THE CABLES.,
TYPE,noun,1,A specified group,FIND THE TYPE AND DIMENSIONS OF THE DAMAGE.,
TYPICAL,adjective,1,That has the important qualities of a group,THIS INSTALLATION PROCEDURE IS TYPICAL FOR THIS TYPE OF FASTENER.,
UNDEMANDED,adjective,1,That occurs without an apparent cause,"IF YOU GET AN UNDEMANDED MOVEMENT, DO A TEST OF THE SYSTEM.",
"UNFOLD (verb) , UNFOLDS, UNFOLDED, UNFOLDED",,1,To open or to straighten or to cause to open or to straighten from a folded position or condition,UNFOLD THE SHEETING CAREFULLY.,
UNIT,noun,1,1. Equipment that does a function,YOU CAN REPLACE A LARGE NUMBER OF UNITS DURING THIS REPAIR PROCEDURE.,
UNIT,noun,1,2. A quantity that is a standard of measurement,THIS MANUAL USES SI UNITS.,
UNKNOWN,adjective,1,Not known,DO NOT USE FUEL WITH UNKNOWN PROPERTIES.,
UNLESS,conjunction,1,Except if,DO NOT REMOVE THE ADAPTER FROM THE STABILIZER UNLESS A REPAIR IS NECESSARY.,
"UNLOCK (verb) , UNLOCKS, UNLOCKED, UNLOCKED",,1,To release or become released from a locked condition,"BEFORE YOU UNLOCK THE DOOR, MAKE SURE THAT THE CABIN DIFFERENTIAL PRESSURE IS ZERO.",
UNSATISFAC- TORILY,adverb,1,In an unsatisfactory manner,"IF THE ELEVATORS OPERATE UNSATISFACTORILY, MOVE THE CONTROL COLUMN.",
UNSATISFAC- TORY,adjective,1,Not satisfactory,"IF THE CONDITION OF THE FILTERS IS UNSATISFACTORY, REPLACE THEM.",
UNSERVICEABLE,adjective,1,Not fit for its purpose,REPLACE THE UNSERVICEABLE BUSHINGS.,
UNTIL,conjunction,1,Up to the time that,MOVE THE LEVER UNTIL THE END OF THE LINK TOUCHES THE LOCK BAR.,
UNTIL,preposition,1,Up to the time of,KEEP THE FIRE BOTTLE ARMED UNTIL THE END OF THE TEST.,
UNUSUAL,adjective,1,Not usual,UNUSUAL LOADS CAN CAUSE TREAD SEPARATION IN THE TIRES.,
UNUSUALLY,adverb,1,In an unusual manner,THE VALVE OPERATES WHEN THERE IS AN UNUSUALLY LARGE FLOW OF FLUID.,
UNWANTED,adjective,1,That must not be there,UNWANTED AIR GOES OUT THROUGH THE OVERFLOW PORT.,
"UNWIND (verb) , UNWINDS, UNWOUND, UNWOUND",,1,To remove or become removed from around an object,UNWIND THE CABLE.,
UP,adjective,1,In a position above,MAKE SURE THAT THE ANCHOR IS UP.,
UP,adverb,1,To a position above,"IF THE POINTER MOVES UP, DECREASE THE POWER.",
UP,preposition,1,To a position above,LET THE SLEEVE MOVE UP THE GUIDE TUBE.,
UPSTREAM,adjective,1,In a direction opposite to the flow,DISCONNECT THE UPSTREAM CONNECTION OF THE VALVE.,
UPSTREAM,adverb,1,In a direction opposite to the flow,MOVE THE PROBE UPSTREAM AND MONITOR THE TEMPERATURE AGAIN.,
UPSTREAM OF,preposition,1,In a direction opposite to the flow,DISCONNECT THE CONNECTION UPSTREAM OF THE VALVE.,
"USE (verb) , USES, USED, USED",,1,To make something do its specified function,"IN THIS STEP, USE AUXILIARY SCREWS.",
USUAL,adjective,1,That you use or that occurs most frequently,"IF YOU DO NOT GET THE USUAL RESULTS, DO A SYSTEM TEST.",
USUALLY,adverb,1,In a usual manner,"USUALLY, THE HYDRAULIC FLUID FLOWS INTO THE VALVE THROUGH PORT A.",
VALUE,noun,1,A quantity that is calculated or given,MAKE SURE THAT THE VALUES AGREE WITH THE SPECIFIED TOLERANCES.,
VERTICAL,adjective,1,At 90 degrees to the horizon,MEASURE THE VERTICAL DISTANCE BETWEEN THE TWO POINTS ON THE GRAPH.,
VERTICALLY,adverb,1,At 90 degrees to the horizon,THE POINTER MOVES VERTICALLY ALONG THE SCALE.,
VERY,adverb,1,To a high degree,ADD THE OIL VERY SLOWLY.,
VIBRATION,noun,1,Regular movement from a center position,PRESSURE SURGES AND VIBRATION CAN CAUSE WEAR ON THE HOSES.,
VIEW,noun,1,The ability to see something,MAKE SURE THAT YOU HAVE A SATISFACTORY VIEW OF ALL COMPONENTS.,
VISUAL,adjective,1,That you can see,MAKE SURE THAT THE VISUAL INDICATOR SHOWS THE CORRECT VALUE.,
VISUALLY,adverb,1,With the eyes,VISUALLY EXAMINE THE DUCT.,
VOICE,noun,1,The sound you make when you speak,SPEAK INTO THE MICROPHONE IN YOUR USUAL VOICE.,
VOLUME,noun,1,1. The space that an object fills,MEASURE THE VOLUME OF THE OIL CAREFULLY.,
"WAIT (verb) , WAITS, WAITED, WAITED",,1,To stop doing something while another thing occurs.,(1) IF THE STATUS OF THE FAULT IS “NOT CONFIRMED”: (a) OPEN THE APPLICABLE CIRCUIT BREAKER. (b) WAIT FOR 4 MINUTES. (c) DO THE BITE TEST.,
"WALK (verb) , WALKS, WALKED, WALKED",,1,To move on foot from one location to a different location,DO NOT WALK ON THIS AREA.,
"WANT (verb) , WANTS, WANTED, WANTED",,1,"To intend, to desire",RECORD THE NAME OF THE FILE THAT YOU WANT TO DOWNLOAD.,
WARM,adjective,1,Moderately hot,"KEEP THE GASKETS IN A WARM, DRY AREA.",
WE,pronoun,1,"The manufacturer, company, or organization that releases the documentation Do not use this pronoun for other meanings.",WE DO NOT RECOMMEND OTHER ALTERNATIVES.,
WEAK (adjective),"WEAKER, WEAKEST",1,"With small strength, power, or concentration",USE A WEAK CLEANING SOLUTION.,
WEAR,verb,1,"To become damaged by friction For other meanings, use:",THE CABLE CAN WEAR QUICKLY IN THIS POSITION.,
WEATHER,noun,1,"Conditions of the atmosphere: temperature, moisture, winds, and clouds",STEP 2 IS APPLICABLE ONLY IF THE WEATHER IS WET.,
"WEIGH (verb) , WEIGHS, WEIGHED, WEIGHED",,1,1. To measure the weight of something,WEIGH THE TWO PARTS OF THE COMPOUND.,
WEIGHT,noun,1,The force caused when gravity acts on the mass of an object,THE BASIC WEIGHT OF THE UNIT DOES NOT INCLUDE THE PROTECTIVE COVERS.,
WET (adjective),"WETTER, WETTEST",1,"That has liquid on it, in it, or absorbed into it",DRY THE WET SURFACES.,
WHEN,conjunction,1,,"MOVEMENT STOPS, MEASURE THE TRAVEL.",
WHERE,conjunction,1,"At, to, or in which location",CLEAN THE AREA WHERE YOU APPLIED THE SEALANT.,
WHICH,pronoun,1,The thing or things that,"EXAMINE THE EMERGENCY FUEL PUMP, WHICH IS ON THE LEFT SIDE.",
WHILE,conjunction,1,At the same time,"MAKE SURE THAT A PERSON HOLDS THE ITEM, WHILE YOU DISCONNECT IT.",
WHO,pronoun,1,The person or personnel that,"THE DECKHAND, WHO OPERATES THE REAR WINCH, MUST LOCK THE FIXTURE.",
WIDE (adjective),"WIDER, WIDEST",1,That has a specified or large width,"REPAIR ALL CRACKS THAT ARE WIDER THAN 0,05 mm.",
WIDTH,noun,1,"The smaller of two dimensions, the second- largest of three dimensions",MEASURE THE WIDTH OF THE CRACK AT THE WIDEST POINT.,
WILL (verb) No other verb forms.,,1,Auxiliary modal verb that shows simple future tense,WARNINGS AND CAUTIONS IN THIS MANUAL WILL HELP YOU TO DO THE WORK SAFELY AND CORRECTLY.,
"WIND (verb) , WINDS, WOUND, WOUND",,1,To move around and around an object,WIND THE TAPE ON THE REEL.,
WITH,preposition,1,"Function word that shows association or relationship, help or sharing, a means or instrument",ALIGN THE MARK WITH THE LONGITUDINAL AXIS.,
WITHOUT,preposition,1,Not with,SMALL DAMAGE IS PERMITTED WITHOUT REPAIR. REFER TO TABLE 1 FOR THE APPLICABLE LIMITS.,
WORK,noun,1,"That which you do when you use physical strength, or mental power",DO THE WORK IN A CLEAN AREA.,
"WRITE (verb) , WRITES, WROTE, WRITTEN",,1,"To record data or information as words, letters, or symbols",WRITE THE TEST DATE ON THE CERTIFICATE.,
YES,adverb,1,Function word that shows the positive answer to a question,DOES THE LIGHT COME ON? YES OR NO?,
YOU,pronoun,1,The reader or the user,YOU CAN CONTINUE THE TEST.,
YOUR,adjective,1,Related to the reader or the user,"IF YOU GET SOLVENT IN YOUR EYES, FLUSH THEM IMMEDIATELY WITH WATER.",
abaft,preposition,0,"AFT OF
              (preposition)",THE CONTROL UNIT IS INSTALLED AFT OF THE FLIGHT COMPARTMENT.,The control unit is installed abaft the flight compartment.
abandon,verb,0,"GO
              (verb)","IF THERE IS A FIRE, IMMEDIATELY GO TO A SAFE AREA.","If there is a fire, immediately abandon the area."
abate,verb,0,"DECREASE
              (verb)","WHEN THE WIND SPEED DECREASES TO LESS THAN 30 KNOTS, YOU CAN OPEN THE CARGO DOOR.","When the wind speed abates to less than 30 knots, you can open the cargo door."
ability,noun,0,"CAN
              (verb)",ONE GENERATOR CAN SUPPLY POWER FOR ALL THE SYSTEMS.,One generator has the ability to supply power for all the systems.
able,adjective,0,"CAN
              (verb)","IF YOU CAN START THE ENGINE, DO THE APPLICABLE TESTS.","If you are able to start the engine, do the applicable tests."
abnormal,adjective,0,"UNUSUAL
              (adjective)",LISTEN FOR UNUSUAL NOISES.,Listen for abnormal noises.
abnormality,noun,0,"DEFECT
              (Technical noun)",EXAMINE THE SEAL FOR DEFECTS.,Examine the seal for abnormalities.
abrupt,adjective,0,"SUDDEN
              (adjective)",THE DAMPER PREVENTS SUDDEN MOVEMENT OF THE CONTROL.,The damper prevents abrupt movement of the control.
absence,noun,0,"NONE
              (pronoun)","IF NONE OF THE BRACKETS ARE DAMAGED, CONTINUE THE PROCEDURE.","In the absence of damage to the brackets, continue the procedure."
absence,noun,0,"NO
              (adjective)","IF THERE IS NO CONTAMINATION IN THE FUEL SAMPLE, CONTINUE THE PROCEDURE.","In the absence of contamination in the fuel sample, continue the procedure."
absent,adjective,0,"MISSING
              (adjective)","IF ONE OR MORE BLADES ARE MISSING, MAKE AN ENTRY IN THE ENGINE LOGBOOK.","If one or more blades are absent, make an entry in the engine logbook."
absolutely,adverb,0,"FULLY
              (adverb)",MAKE SURE THAT THE LATCH IS FULLY ENGAGED.,Ensure the latch is absolutely engaged.
absorption,noun,0,"ABSORB
              (verb)",MEASURE THE TIME THAT IS NECESSARY FOR THE SILICA GEL TO ABSORB THE MOISTURE.,Measure the rate of absorption of the moisture by the silica gel.
abundant,adjective,0,"LARGE
              (adjective)",CLEAN YOUR SKIN WITH A LARGE QUANTITY OF CLEAN WATER.,Clean your skin with abundant clean water.
abut,verb,0,"TOUCH
              (verb)",THE BIN TOUCHES THE FORWARD HINGE SURFACE.,The bin abuts the forward hinge surface.
accelerate,verb,0,"INCREASE
              (verb)",A HIGHER TEMPERATURE INCREASES THE SPEED OF EVAPORATION.,Evaporation is accelerated by a higher temperature.
accelerate,verb,0,"FASTER
              (adjective)","TO MAKE THE CURING PROCESS FASTER, APPLY HEAT TO THE COMPOUND.",The curing process of the compound can be accelerated by heating.
acceptable,adjective,0,"PERMITTED
              (adjective)",A VALUE OF 2 mm IS PERMITTED.,A value of 2 mm is acceptable.
acceptance,noun,0,"ACCEPT
              (verb)","BEFORE YOU ACCEPT THE UNIT, DO THE SPECIFIED TEST PROCEDURE.","Before acceptance of the unit, do the specified test procedure."
accessible,adjective,0,"ACCESS
              (noun)",TURN THE COVER UNTIL YOU CAN GET ACCESS TO THE JACKS THAT HAVE + AND - MARKS.,Rotate the cover until the jacks marked by + and - are accessible.
accommodate,verb,0,"LET
              (verb)",DIFFERENT LENGTHS OF STUDS LET YOU ATTACH DIFFERENT THICKNESSES OF SKIN.,Studs are available in different lengths to accommodate different thicknesses of skin.
accomplish,verb,0,"DO
              (verb)",DO THIS TASK FIRST.,This task must be accomplished first.
according to,preposition,0,"REFER
              (verb)","TO CALIBRATE THE TEST SET, REFER TO THE MANUFACTURER'S INSTRUCTIONS.",Calibrate the test set according to the manufacturer's instructions.
account for,verb,0,"MAKE SURE
              (verb)",MAKE SURE THAT YOU REMOVE ALL TOOLS AND EQUIPMENT.,All tools and equipment must be accounted for.
accumulate,verb,0,"COLLECT
              (verb)","IF WATER COLLECTS IN THE FILLER LINE, DRAIN IT.","If water accumulates in the filler line, drain it."
accumulation,noun,0,"QUANTITY
              (noun)",REMOVE LARGE QUANTITIES OF CONTAMINATION.,Large accumulations of contamination must be removed.
accuracy,noun,0,"PRECISION
              (noun)",THE PRECISION OF THE ADJUSTMENT CAN CHANGE.,The accuracy of the adjustment can vary.
achieve,verb,0,"GET
              (verb)",SET THE CONTROL TO GET MAXIMUM THRUST.,Set the control to achieve maximum thrust.
acquire,verb,0,"GET
              (verb)",THE COMPUTER GETS THIS DATA FROM FIVE SENSORS.,The computer acquires this data from five sensors.
acrid,adjective,0,"DANGEROUS
              (adjective)",THIS MATERIAL RELEASES DANGEROUS FUMES WHEN IT TOUCHES HOT SURFACES.,"On contact with hot surfaces, this material produces acrid fumes."
act,verb,0,Use an accurate verb.,THE HYDRAULIC FLUID FLOW OPENS THE VALVE.,The hydraulic fluid flow acts on the valve.
action,noun,0,"STEP
              (noun)",DO THE STEPS THAT FOLLOW:,Do the following actions:
activity,noun,0,"TASK
              (noun)",A SUBCONTRACTOR CAN DO THESE MAINTENANCE TASKS.,These maintenance activities can be done by a subcontractor.
actuate,verb,0,"START
              (verb)",START THE MOTOR.,Actuate the motor.
actuation,noun,0,"OPERATION
              (noun)",MONITOR THE OPERATION OF THE STEERING MOTOR.,Monitor the actuation of the steering motor.
addition,noun,0,"ADD
              (verb)","TO GET THE CORRECT CLEARANCE, ADD SPECIAL SHIMS, AS NECESSARY.","Adjust the clearance by the addition of special shims, as necessary."
additional,adjective,0,"MORE
              (adjective)",THIS CHAPTER GIVES MORE INFORMATION ABOUT SAFETY.,This chapter gives additional information about safety.
adequate,adjective,0,"SUFFICIENT
              (adjective)",MAKE SURE THAT CONTAINERS HAVE SUFFICIENT CAPACITY AND DIAMETER.,Make sure that containers have adequate capacity and diameter.
